Unnamed: 0,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
450,CHEVROLET Traverse,3.6,6,SemiAuto-9,4WD,Gasoline,CA,standard SUV,5,17.0,25.0,20.0,4,No
452,CHEVROLET Trax,1.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,24.0,30.0,27.0,6,No
460,CHRYSLER 300,3.6,6,Auto-8,2WD,Gasoline,CA,large car,3,19.0,30.0,23.0,5,No
464,CHRYSLER 300,3.6,6,Auto-8,4WD,Gasoline,CA,large car,3,18.0,27.0,21.0,4,No
466,CHRYSLER 300,5.7,8,Auto-8,2WD,Gasoline,CA,large car,3,16.0,25.0,19.0,3,No
468,CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,minivan,3,18.0,28.0,22.0,4,No
469,CHRYSLER Pacifica,3.6,6,Auto-9,2WD,Gasoline,CA,minivan,3,19.0,28.0,22.0,4,No
472,DODGE Challenger,3.6,6,Auto-8,2WD,Gasoline,CA,midsize car,3,19.0,30.0,23.0,5,No
474,DODGE Challenger,5.7,8,Auto-8,2WD,Gasoline,CA,midsize car,3,16.0,25.0,19.0,3,No
476,DODGE Challenger,5.7,8,Man-6,2WD,Gasoline,CA,midsize car,1,15.0,23.0,18.0,3,No
478,DODGE Challenger,6.4,8,Auto-8,2WD,Gasoline,CA,midsize car,1,15.0,25.0,18.0,3,No
480,DODGE Challenger,6.4,8,Man-6,2WD,Gasoline,CA,midsize car,1,14.0,23.0,17.0,3,No
482,DODGE Challenger GT,3.6,6,Auto-8,4WD,Gasoline,CA,midsize car,3,18.0,27.0,21.0,4,No
484,DODGE Challenger SRT,6.2,8,Auto-8,2WD,Gasoline,CA,midsize car,1,13.0,22.0,16.0,2,No
486,DODGE Challenger SRT,6.2,8,Man-6,2WD,Gasoline,CA,midsize car,1,13.0,21.0,16.0,2,No
488,DODGE Challenger SRT,6.4,8,Auto-8,2WD,Gasoline,CA,midsize car,1,15.0,25.0,18.0,3,No
490,DODGE Challenger SRT,6.4,8,Man-6,2WD,Gasoline,CA,midsize car,1,14.0,23.0,17.0,3,No
494,DODGE Charger,3.6,6,Auto-8,2WD,Gasoline,CA,large car,3,19.0,30.0,23.0,5,No
498,DODGE Charger,3.6,6,Auto-8,4WD,Gasoline,CA,large car,3,18.0,27.0,21.0,4,No
500,DODGE Charger,5.7,8,Auto-8,2WD,Gasoline,CA,large car,3,16.0,25.0,19.0,3,No
502,DODGE Charger,6.4,8,Auto-8,2WD,Gasoline,CA,large car,1,15.0,25.0,18.0,3,No
504,DODGE Charger SRT,6.2,8,Auto-8,2WD,Gasoline,CA,large car,1,13.0,22.0,16.0,2,No
506,DODGE Charger SRT,6.4,8,Auto-8,2WD,Gasoline,CA,large car,1,15.0,25.0,18.0,3,No
508,DODGE Durango,3.6,6,Auto-8,2WD,Gasoline,CA,standard SUV,5,19.0,26.0,21.0,4,No
510,DODGE Durango,3.6,6,Auto-8,4WD,Gasoline,CA,standard SUV,5,18.0,25.0,21.0,4,No
512,DODGE Durango,5.7,8,Auto-8,2WD,Gasoline,CA,standard SUV,3,14.0,22.0,17.0,3,No
514,DODGE Durango,5.7,8,Auto-8,4WD,Gasoline,CA,standard SUV,3,14.0,22.0,17.0,3,No
516,DODGE Durango  SRT,6.4,8,Auto-8,4WD,Gasoline,CA,standard SUV,1,13.0,19.0,15.0,2,No
518,DODGE Journey,2.4,4,Auto-4,2WD,Gasoline,CA,small SUV,3,19.0,25.0,21.0,4,No
521,DODGE Journey,3.6,6,Auto-6,4WD,Gasoline,CA,small SUV,3,16.0,24.0,19.0,3,No
523,FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,15.0,22.0,18.0,3,No
524,FERRARI 488 Spider,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,16.0,22.0,18.0,3,No
527,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,15.0,22.0,18.0,3,No
528,FERRARI 488 gtb,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,16.0,22.0,18.0,3,No
531,FERRARI 812 Superfast,6.5,12,AutoMan-7,2WD,Gasoline,CA,small car,3,12.0,16.0,13.0,1,No
533,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,16.0,23.0,18.0,3,No
534,FERRARI California T,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,16.0,23.0,19.0,3,No
537,FERRARI GTC4Lusso,6.3,12,AutoMan-7,4WD,Gasoline,CA,small car,3,12.0,17.0,13.0,1,No
539,FERRARI GTC4Lusso T,3.9,8,AutoMan-7,2WD,Gasoline,CA,small car,3,15.0,21.0,17.0,3,No
541,FIAT 500L,1.4,4,Auto-6,2WD,Gasoline,CA,station wagon,3,22.0,30.0,25.0,5,No
543,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,pickup,5,19.0,25.0,21.0,4,No
544,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,pickup,5,20.0,25.0,22.0,4,No
545,FORD F150,2.7,6,SemiAuto-10,2WD,Gasoline,CA,pickup,5,20.0,26.0,22.0,4,No
549,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,pickup,5,18.0,23.0,20.0,4,No
550,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,pickup,5,18.0,24.0,21.0,4,No
551,FORD F150,2.7,6,SemiAuto-10,4WD,Gasoline,CA,pickup,5,19.0,24.0,21.0,4,No
555,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,CA,pickup,5,19.0,24.0,21.0,4,No
556,FORD F150,3.3,6,SemiAuto-6,2WD,Gasoline,CA,pickup,5,19.0,25.0,22.0,4,No
559,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,CA,pickup,5,17.0,22.0,19.0,3,No
560,FORD F150,3.3,6,SemiAuto-6,4WD,Gasoline,CA,pickup,5,18.0,23.0,20.0,4,No
563,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,pickup,5,17.0,21.0,19.0,3,No
564,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,pickup,5,17.0,22.0,19.0,3,No
565,FORD F150,3.5,6,SemiAuto-10,2WD,Gasoline,CA,pickup,5,18.0,25.0,21.0,4,No
569,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,pickup,5,16.0,21.0,18.0,3,No
570,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,pickup,5,16.0,22.0,19.0,3,No
571,FORD F150,3.5,6,SemiAuto-10,4WD,Gasoline,CA,pickup,5,17.0,23.0,19.0,3,No
575,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,CA,pickup,3,16.0,20.0,17.0,3,No
576,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,CA,pickup,3,16.0,21.0,18.0,3,No
577,FORD F150,5.0,8,SemiAuto-10,2WD,Gasoline,CA,pickup,3,17.0,23.0,19.0,3,No
581,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,CA,pickup,3,15.0,19.0,17.0,3,No
582,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,CA,pickup,3,16.0,20.0,17.0,3,No
583,FORD F150,5.0,8,SemiAuto-10,4WD,Gasoline,CA,pickup,3,16.0,22.0,18.0,3,No
587,FORD F150 Raptor,3.5,6,SemiAuto-10,4WD,Gasoline,CA,pickup,3,15.0,18.0,16.0,2,No
590,FORD Flex,3.5,6,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3,16.0,23.0,19.0,3,No
592,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,15.0,21.0,17.0,3,No
594,FORD Flex,3.5,6,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,16.0,22.0,18.0,3,No
595,FORD Fusion,1.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,23.0,34.0,27.0,6,No
597,FORD Fusion,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,21.0,31.0,25.0,5,No
599,FORD Fusion,2.0,4,SemiAuto-6,4WD,Gasoline,CA,midsize car,5,20.0,29.0,23.0,5,No
601,FORD Fusion,2.5,4,Auto-6,2WD,Gasoline,CA,midsize car,5,21.0,32.0,25.0,5,No
603,FORD Fusion,2.7,6,SemiAuto-6,4WD,Gasoline,CA,midsize car,5,17.0,26.0,20.0,4,No
607,FORD Fusion Hybrid,2.0,4,CVT,2WD,Gasoline,CA,midsize car,7,43.0,41.0,42.0,9,Yes
611,FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,CA,special purpose,3,19.0,27.0,22.0,4,No
612,FORD Transit Connect,2.5,4,SemiAuto-6,2WD,Gasoline,CA,special purpose,3,20.0,27.0,23.0,5,No
615,GENESIS G80,3.3,6,SemiAuto-8,2WD,Gasoline,CA,large car,3,17.0,25.0,20.0,4,No
617,GENESIS G80,3.3,6,SemiAuto-8,4WD,Gasoline,CA,large car,3,17.0,24.0,20.0,4,No
619,GENESIS G80,3.8,6,SemiAuto-8,2WD,Gasoline,CA,large car,5,19.0,27.0,22.0,4,No
621,GENESIS G80,3.8,6,SemiAuto-8,4WD,Gasoline,CA,large car,5,18.0,25.0,20.0,4,No
623,GENESIS G80,5.0,8,SemiAuto-8,2WD,Gasoline,CA,large car,5,16.0,24.0,19.0,3,No
625,GENESIS G80,5.0,8,SemiAuto-8,4WD,Gasoline,CA,large car,5,15.0,23.0,18.0,3,No
628,GENESIS G90,3.3,6,SemiAuto-8,2WD,Gasoline,CA,large car,3,17.0,24.0,20.0,4,No
630,GENESIS G90,3.3,6,SemiAuto-8,4WD,Gasoline,CA,large car,3,17.0,24.0,20.0,4,No
631,GENESIS G90,5.0,8,SemiAuto-8,2WD,Gasoline,CA,large car,5,16.0,24.0,19.0,3,No
633,GENESIS G90,5.0,8,SemiAuto-8,4WD,Gasoline,CA,large car,5,15.0,23.0,18.0,3,No
635,GMC Acadia,2.5,4,Auto-6,2WD,Gasoline,CA,standard SUV,3,21.0,26.0,23.0,5,No
637,GMC Acadia,2.5,4,Auto-6,4WD,Gasoline,CA,standard SUV,3,21.0,25.0,23.0,5,No
639,GMC Acadia,3.6,6,Auto-6,2WD,Gasoline,CA,standard SUV,5,18.0,25.0,21.0,4,No
641,GMC Acadia,3.6,6,Auto-6,4WD,Gasoline,CA,standard SUV,5,17.0,25.0,20.0,4,No
643,GMC Canyon,2.5,4,Auto-6,2WD,Gasoline,CA,pickup,5,20.0,26.0,22.0,4,No
645,GMC Canyon,2.5,4,Auto-6,4WD,Gasoline,CA,pickup,5,19.0,24.0,21.0,4,No
647,GMC Canyon,2.5,4,Man-6,2WD,Gasoline,CA,pickup,5,20.0,26.0,22.0,4,No
649,GMC Canyon,2.8,4,Auto-6,2WD,Diesel,CA,pickup,3,22.0,30.0,25.0,4,No
651,GMC Canyon,2.8,4,Auto-6,4WD,Diesel,CA,pickup,3,20.0,28.0,23.0,4,No
653,GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,CA,pickup,5,18.0,25.0,20.0,4,No
655,GMC Canyon,3.6,6,Auto-8,2WD,Gasoline,CA,special purpose,5,15.0,15.0,15.0,2,No
657,GMC Canyon,3.6,6,Auto-8,4WD,Gasoline,CA,pickup,5,17.0,24.0,19.0,3,No
665,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,CA,pickup,3,16.0,23.0,19.0,3,No
666,GMC Sierra 15,5.3,8,Auto-6,2WD,Gasoline,CA,special purpose,3,15.0,20.0,17.0,3,No
669,GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,CA,pickup,3,16.0,22.0,18.0,3,No
670,GMC Sierra 15,5.3,8,Auto-6,4WD,Gasoline,CA,special purpose,3,15.0,19.0,17.0,3,No
673,GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,CA,pickup,3,18.0,24.0,20.0,4,No
675,GMC Sierra 15,5.3,8,Auto-8,2WD,Gasoline,CA,pickup,3,16.0,22.0,18.0,3,No
677,GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,CA,pickup,3,16.0,21.0,18.0,3,No
679,GMC Sierra 15,5.3,8,Auto-8,4WD,Gasoline,CA,pickup,3,15.0,20.0,17.0,3,No
681,GMC Sierra 15,6.2,8,Auto-8,2WD,Gasoline,CA,pickup,3,15.0,21.0,17.0,3,No
683,GMC Sierra 15,6.2,8,Auto-8,4WD,Gasoline,CA,pickup,3,15.0,20.0,17.0,3,No
685,GMC Terrain,1.5,4,Auto-9,2WD,Gasoline,CA,small SUV,5,26.0,30.0,28.0,6,No
687,GMC Terrain,1.5,4,Auto-9,4WD,Gasoline,CA,small SUV,5,24.0,28.0,26.0,5,No
689,GMC Terrain,1.6,4,Auto-6,2WD,Diesel,CA,small SUV,3,28.0,39.0,32.0,6,No
691,GMC Terrain,1.6,4,Auto-6,4WD,Diesel,CA,small SUV,3,28.0,38.0,32.0,6,No
693,GMC Terrain,2.0,4,Auto-9,2WD,Gasoline,CA,small SUV,5,22.0,28.0,24.0,5,No
695,GMC Terrain,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5,21.0,26.0,23.0,5,No
699,GMC Yukon 1500,5.3,8,Auto-6,2WD,Gasoline,CA,standard SUV,3,16.0,23.0,19.0,3,No
703,GMC Yukon 1500,5.3,8,Auto-6,4WD,Gasoline,CA,standard SUV,3,16.0,22.0,18.0,3,No
705,GMC Yukon 1500,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3,14.0,23.0,17.0,3,No
707,GMC Yukon 1500,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3,14.0,22.0,17.0,3,No
711,GMC Yukon 1500 XL,5.3,8,Auto-6,2WD,Gasoline,CA,standard SUV,3,16.0,23.0,19.0,3,No
713,GMC Yukon 1500 XL,6.2,8,Auto-10,2WD,Gasoline,CA,standard SUV,3,14.0,23.0,17.0,3,No
717,GMC Yukon XL 1500,5.3,8,Auto-6,4WD,Gasoline,CA,standard SUV,3,15.0,22.0,18.0,3,No
719,GMC Yukon XL 1500,6.2,8,Auto-10,4WD,Gasoline,CA,standard SUV,3,14.0,21.0,16.0,2,No
721,HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,CA,large car,7,31.0,40.0,34.0,8,Yes
723,HONDA Civic 5Dr,1.5,4,CVT,2WD,Gasoline,CA,large car,3,31.0,40.0,34.0,8,Yes
725,HONDA Civic 5Dr,1.5,4,Man-6,2WD,Gasoline,CA,large car,3,29.0,38.0,33.0,8,Yes
727,HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,CA,large car,7,30.0,36.0,32.0,7,Yes
729,HONDA Civic 5Dr,1.5,4,SCV-7,2WD,Gasoline,CA,large car,3,30.0,36.0,32.0,7,Yes
731,HONDA Fit,1.5,4,CVT,2WD,Gasoline,CA,station wagon,7,33.0,40.0,36.0,8,Yes
733,HONDA Fit,1.5,4,Man-6,2WD,Gasoline,CA,station wagon,3,29.0,36.0,31.0,7,Yes
734,HONDA Fit,1.5,4,Man-6,2WD,Gasoline,CA,station wagon,3,29.0,36.0,31.0,7,Yes
736,HONDA Fit,1.5,4,SCV-7,2WD,Gasoline,CA,station wagon,7,31.0,36.0,33.0,8,Yes
739,HONDA HR-V,1.8,4,CVT,2WD,Gasoline,CA,station wagon,3,28.0,34.0,31.0,7,Yes
741,HONDA HR-V,1.8,4,CVT,4WD,Gasoline,CA,station wagon,3,27.0,31.0,29.0,6,No
743,HONDA HR-V,1.8,4,Man-6,2WD,Gasoline,CA,station wagon,3,25.0,33.0,28.0,6,No
745,HONDA HR-V,1.8,4,SCV-7,2WD,Gasoline,CA,station wagon,3,28.0,34.0,31.0,7,Yes
747,HONDA HR-V,1.8,4,SCV-7,4WD,Gasoline,CA,station wagon,3,27.0,31.0,29.0,6,No
748,HONDA Ridgeline,3.5,6,Auto-6,2WD,Gasoline,CA,pickup,3,19.0,26.0,22.0,4,No
750,HONDA Ridgeline,3.5,6,Auto-6,4WD,Gasoline,CA,pickup,3,18.0,25.0,21.0,4,No
752,HYUNDAI Elantra,1.4,4,AutoMan-7,2WD,Gasoline,CA,midsize car,3,32.0,40.0,35.0,8,Yes
755,HYUNDAI Elantra,1.6,4,AutoMan-7,2WD,Gasoline,CA,midsize car,3,26.0,33.0,29.0,6,No
757,HYUNDAI Elantra,1.6,4,Man-6,2WD,Gasoline,CA,midsize car,3,22.0,30.0,25.0,5,No
758,HYUNDAI Elantra,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,5,26.0,36.0,29.0,6,No
760,HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,28.0,37.0,32.0,7,Yes
762,HYUNDAI Elantra,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,28.0,37.0,32.0,7,Yes
765,HYUNDAI Elantra GT,1.6,4,AutoMan-7,2WD,Gasoline,CA,large car,3,26.0,32.0,28.0,6,No
767,HYUNDAI Elantra GT,1.6,4,Man-6,2WD,Gasoline,CA,large car,3,22.0,29.0,25.0,5,No
768,HYUNDAI Elantra GT,2.0,4,Man-6,2WD,Gasoline,CA,large car,3,23.0,31.0,26.0,5,No
770,HYUNDAI Elantra GT,2.0,4,SemiAuto-6,2WD,Gasoline,CA,large car,3,24.0,32.0,27.0,6,No
772,HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,29.0,38.0,33.0,8,Yes
774,HYUNDAI Elantra SE,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,29.0,38.0,33.0,8,Yes
777,HYUNDAI Santa Fe,3.3,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,18.0,25.0,21.0,4,No
779,HYUNDAI Santa Fe,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,18.0,24.0,20.0,4,No
781,HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,20.0,28.0,23.0,5,No
783,HYUNDAI Santa Fe Sport,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,19.0,26.0,22.0,4,No
784,HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,21.0,27.0,24.0,5,No
786,HYUNDAI Santa Fe Sport,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,20.0,26.0,22.0,4,No
789,HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,20.0,27.0,23.0,5,No
791,HYUNDAI Santa Fe Sport Ultimate,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,19.0,24.0,21.0,4,No
793,HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,17.0,23.0,20.0,4,No
795,HYUNDAI Santa Fe Ultimate,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,17.0,22.0,19.0,3,No
796,HYUNDAI Sonata,1.6,4,AutoMan-7,2WD,Gasoline,CA,large car,5,28.0,37.0,31.0,7,Yes
798,HYUNDAI Sonata,2.0,4,SemiAuto-8,2WD,Gasoline,CA,large car,5,23.0,32.0,26.0,5,No
800,HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7,25.0,35.0,28.0,6,No
802,HYUNDAI Sonata,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5,25.0,35.0,28.0,6,No
804,HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7,25.0,36.0,29.0,6,No
806,HYUNDAI Sonata SE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5,25.0,36.0,29.0,6,No
808,INFINITI Q50,2.0,4,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,23.0,30.0,25.0,5,No
810,INFINITI Q50,2.0,4,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,22.0,28.0,24.0,5,No
813,INFINITI Q50,3.0,6,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,20.0,29.0,23.0,5,No
815,INFINITI Q50,3.0,6,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,19.0,27.0,22.0,4,No
817,INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,CA,small car,3,27.0,32.0,29.0,6,No
819,INFINITI Q50 Hybrid,3.5,6,SemiAuto-7,4WD,Gasoline,CA,small car,3,26.0,30.0,28.0,6,No
821,INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,20.0,26.0,22.0,4,No
823,INFINITI Q50 Red Sport,3.0,6,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,19.0,26.0,22.0,4,No
825,INFINITI Q70,3.7,6,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,18.0,25.0,21.0,4,No
827,INFINITI Q70,3.7,6,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,18.0,24.0,20.0,4,No
829,INFINITI Q70,5.6,8,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,16.0,24.0,19.0,3,No
831,INFINITI Q70,5.6,8,SemiAuto-7,4WD,Gasoline,CA,midsize car,3,16.0,23.0,18.0,3,No
833,INFINITI Q70 Hybrid,3.5,6,SemiAuto-7,2WD,Gasoline,CA,midsize car,3,28.0,33.0,30.0,7,Yes
834,INFINITI QX30,2.0,4,AutoMan-7,2WD,Gasoline,CA,small car,3,24.0,33.0,27.0,6,No
836,INFINITI QX30,2.0,4,AutoMan-7,4WD,Gasoline,CA,small car,3,21.0,30.0,25.0,5,No
838,JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Diesel,CA,small SUV,1,26.0,33.0,29.0,5,No
840,JAGUAR F-Pace,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,22.0,27.0,24.0,5,No
842,JAGUAR F-Pace,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,18.0,23.0,20.0,4,No
844,JAGUAR F-Type Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,7,16.0,24.0,19.0,3,No
846,JAGUAR F-Type Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,7,20.0,28.0,23.0,5,No
848,JAGUAR F-Type Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,7,16.0,24.0,19.0,3,No
850,JAGUAR F-Type Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,7,20.0,28.0,23.0,5,No
853,JAGUAR F-Type R Convertible,5.0,8,SemiAuto-8,4WD,Gasoline,CA,small car,3,15.0,23.0,18.0,3,No
855,JAGUAR F-Type R Coupe,5.0,8,SemiAuto-8,4WD,Gasoline,CA,small car,3,15.0,23.0,18.0,3,No
856,JAGUAR F-Type S Convertible,3.0,6,Man-6,2WD,Gasoline,CA,small car,7,15.0,24.0,18.0,3,No
858,JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,7,19.0,27.0,22.0,4,No
860,JAGUAR F-Type S Convertible,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,7,18.0,26.0,21.0,4,No
862,JAGUAR F-Type S Coupe,3.0,6,Man-6,2WD,Gasoline,CA,small car,7,15.0,24.0,18.0,3,No
864,JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,7,19.0,27.0,22.0,4,No
866,JAGUAR F-Type S Coupe,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,7,18.0,26.0,21.0,4,No
868,JAGUAR XE,2.0,4,SemiAuto-8,2WD,Diesel,CA,small car,1,32.0,42.0,36.0,7,No
870,JAGUAR XE,2.0,4,SemiAuto-8,2WD,Gasoline,CA,small car,7,25.0,34.0,28.0,6,No
872,JAGUAR XE,2.0,4,SemiAuto-8,4WD,Diesel,CA,small car,1,30.0,40.0,34.0,7,No
874,JAGUAR XE,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small car,7,24.0,34.0,28.0,6,No
876,JAGUAR XE,3.0,6,SemiAuto-8,2WD,Gasoline,CA,small car,7,21.0,30.0,24.0,5,No
878,JAGUAR XE,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small car,7,20.0,29.0,23.0,5,No
880,JAGUAR XF,2.0,4,SemiAuto-8,2WD,Diesel,CA,midsize car,1,31.0,42.0,35.0,7,No
882,JAGUAR XF,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,25.0,34.0,28.0,6,No
884,JAGUAR XF,2.0,4,SemiAuto-8,4WD,Diesel,CA,midsize car,1,30.0,40.0,34.0,7,No
886,JAGUAR XF,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,23.0,33.0,27.0,6,No
888,JAGUAR XF,3.0,6,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,20.0,29.0,23.0,5,No
890,JAGUAR XF,3.0,6,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,20.0,28.0,23.0,5,No
894,JEEP Cherokee,2.4,4,Auto-9,2WD,Gasoline,CA,small SUV,7,21.0,30.0,25.0,5,No
898,JEEP Cherokee,2.4,4,Auto-9,4WD,Gasoline,CA,small SUV,3,21.0,28.0,23.0,5,No
900,JEEP Cherokee,3.2,6,Auto-9,2WD,Gasoline,CA,small SUV,3,21.0,29.0,24.0,5,No
902,JEEP Cherokee,3.2,6,Auto-9,4WD,Gasoline,CA,small SUV,3,20.0,27.0,23.0,5,No
904,JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,CA,small SUV,7,21.0,27.0,23.0,5,No
906,JEEP Cherokee 4x4 Active Drive II,2.4,4,Auto-9,4WD,Gasoline,CA,small SUV,1,21.0,27.0,23.0,5,No
908,JEEP Cherokee 4x4 Active Drive II,3.2,6,Auto-9,4WD,Gasoline,CA,small SUV,3,18.0,26.0,21.0,4,No
910,JEEP Cherokee Trailhawk,2.4,4,Auto-9,4WD,Gasoline,CA,small SUV,7,19.0,25.0,22.0,4,No
